,shortName,sector,industry,market,price,priceCurrency,sharesOutstanding,reportCurrency,fxRate,lastFiscalYearEnd,mostRecentQuarter,lastDividend,lastBuyback,totalAssets,currentAssets,currentLiabilities,totalAssets_-1,currentAssets_-1,currentLiabilities_-1,cashAndCashEquivalents,otherShortTermInvestments,cashAndCashEquivalents_-1,otherShortTermInvestments_-1,currentDebtAndCapitalLease,currentCapitalLease,currentDebtAndCapitalLease_-1,currentCapitalLease_-1,longTermDebtAndCapitalLease,longTermCapitalLease,longTermDebtAndCapitalLease_-1,longTermCapitalLease_-1,totalEquityAndMinorityInterest,commonStockEquity,totalEquityAndMinorityInterest_-1,commonStockEquity_-1,investmentProperties,longTermEquityInvestment,longTermFinancialAssets,investmentProperties_-1,longTermEquityInvestment_-1,longTermFinancialAssets_-1,netPPE,totalRevenue,costOfRevenue,sellingGeneralAndAdministration,netPPE_-1,totalRevenue_-1,costOfRevenue_-1,sellingGeneralAndAdministration_-1,netIncomeCommonStockholders,interestPaidCfo,interestPaidCff,netIncomeCommonStockholders_-1,interestPaidCfo_-1,interestPaidCff_-1,cfo,cfi,cff,endCashPosition,cfo_-1,cfi_-1,cff_-1,endCashPosition_-1
0001.HK,CKH HOLDINGS,Industrials,Conglomerates,hk_market,49.25,HKD,3830040064,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,2.5135507303142406,0.323495310570203,1137770000000.0,190655000000.0,151498000000.0,1213526000000.0,234489000000.0,181413000000.0,112315000000.0,0.0,153133000000.0,0.0,61299000000.0,13689000000.0,82969000000.0,16085000000.0,298302000000.0,57707000000.0,329191000000.0,68994000000.0,637117000000.0,518814000000.0,644255000000.0,525566000000.0,408000000.0,295726000000.0,13035000000.0,408000000.0,279125000000.0,13546000000.0,181082000000.0,280847000000.0,130414000000.0,30932000000.0,207951000000.0,266396000000.0,130188000000.0,19791000000.0,33484000000.0,-10577000000.0,0.0,29143000000.0,-10789000000.0,0.0,52184000000.0,-550000000.0,-54452000000.0,153133000000.0,73171000000.0,-6464000000.0,-47883000000.0,155951000000.0
0002.HK,CLP HOLDINGS,Utilities,Utilities—Regulated Electric,hk_market,57.70000076293945,HKD,2526449920,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,3.1000020772230465,0.0,260522000000.0,63367000000.0,64346000000.0,239809000000.0,33888000000.0,37798000000.0,3660000000.0,0.0,7900000000.0,61000000.0,13949000000.0,222000000.0,10729000000.0,217000000.0,48857000000.0,0.0,47703000000.0,0.0,120046000000.0,111035000000.0,126709000000.0,116921000000.0,943000000.0,17559000000.0,0.0,966000000.0,18243000000.0,915000000.0,145020000000.0,83959000000.0,57333000000.0,0.0,155662000000.0,79590000000.0,51554000000.0,0.0,8491000000.0,0.0,-1575000000.0,11456000000.0,0.0,-1820000000.0,18078000000.0,-11822000000.0,-8484000000.0,7900000000.0,22374000000.0,-10081000000.0,-10211000000.0,10158000000.0
0003.HK,HK & CHINA GAS,Utilities,Utilities—Regulated Gas,hk_market,7.71999979019165,HKD,18659899392,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.3390479159127934,0.0,164968100000.0,24156500000.0,35134800000.0,168067400000.0,24187900000.0,38533700000.0,10166100000.0,72700000.0,10557000000.0,77900000.0,16810100000.0,116200000.0,18707100000.0,103000000.0,41478000000.0,0.0,37215200000.0,223300000.0,78129900000.0,66173100000.0,81838800000.0,69810600000.0,849000000.0,47226300000.0,6914900000.0,849000000.0,48725100000.0,7218100000.0,71430700000.0,53563700000.0,32591800000.0,0.0,72522700000.0,40927000000.0,21986500000.0,0.0,5017000000.0,0.0,-1768000000.0,6007300000.0,0.0,-1497300000.0,10469500000.0,-12922000000.0,5395000000.0,10557000000.0,9910200000.0,-5989600000.0,-4520500000.0,7455000000.0
0004.HK,WHARF HOLDINGS,Real Estate,Real Estate—Development,hk_market,18.979999542236328,HKD,3056029952,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.39986519085006667,0.0,242629000000.0,65374000000.0,38822000000.0,253700000000.0,74178000000.0,38573000000.0,18404000000.0,0.0,23559000000.0,0.0,3035000000.0,0.0,3664000000.0,0.0,26246000000.0,0.0,33081000000.0,0.0,161950000000.0,157635000000.0,166377000000.0,162020000000.0,74799000000.0,34020000000.0,0.0,76525000000.0,35859000000.0,0.0,12347000000.0,22378000000.0,11064000000.0,2024000000.0,12967000000.0,20997000000.0,7379000000.0,1790000000.0,6019000000.0,-916000000.0,-2000000.0,3864000000.0,-1367000000.0,-1000000.0,2554000000.0,11314000000.0,-7414000000.0,23559000000.0,10268000000.0,-14217000000.0,-5510000000.0,16668000000.0
0005.HK,HSBC HOLDINGS,Financial Services,Banks—Diversified,hk_market,58.20000076293945,HKD,19968299008,USD,7.849596659342448,1970-01-01 00:00:01.640908800,1664496000.0,0.31965667167958306,0.2775899939088092,2991965000000.0,0.0,0.0,2985420000000.0,0.0,0.0,309505000000.0,0.0,371681000000.0,0.0,0.0,0.0,0.0,0.0,87527000000.0,0.0,108655000000.0,0.0,185993000000.0,177659000000.0,196690000000.0,188382000000.0,0.0,0.0,0.0,0.0,29446000000.0,0.0,0.0,63644000000.0,0.0,11592000000.0,0.0,62883000000.0,0.0,11115000000.0,12607000000.0,0.0,0.0,3898000000.0,0.0,0.0,104312000000.0,27536000000.0,-10794000000.0,574032000000.0,182220000000.0,-22430000000.0,-4643000000.0,468323000000.0
0006.HK,POWER ASSETS,Utilities,Utilities—Independent Power Producers,hk_market,43.650001525878906,HKD,2131110016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,2.8243497308024477,0.0,94778000000.0,5004000000.0,4277000000.0,94304000000.0,4963000000.0,3554000000.0,4094000000.0,0.0,4610000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,3359000000.0,3000000.0,3436000000.0,3000000.0,86760000000.0,86760000000.0,86767000000.0,86767000000.0,0.0,86858000000.0,1100000000.0,0.0,87135000000.0,1100000000.0,19000000.0,1276000000.0,0.0,0.0,20000000.0,1270000000.0,0.0,0.0,6140000000.0,-153000000.0,0.0,6132000000.0,-91000000.0,0.0,939000000.0,5931000000.0,-6016000000.0,4241000000.0,962000000.0,5134000000.0,-5979000000.0,3388000000.0
0007.HK,WISDOM WEALTH,Technology,Electronics & Computer Distribution,hk_market,0.09200000017881393,HKD,5804279808,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,6295881000.0,2746497000.0,1522395000.0,5513382000.0,2822879000.0,906745000.0,52359000.0,0.0,31859000.0,0.0,391886000.0,2959000.0,405888000.0,1388000.0,12412000.0,0.0,21444000.0,0.0,4205908000.0,4193532000.0,4103865000.0,4091298000.0,3416505000.0,0.0,972000.0,2536919000.0,0.0,990000.0,129857000.0,522404000.0,464527000.0,58937000.0,133604000.0,1013168000.0,980513000.0,64428000.0,267895000.0,-45024000.0,0.0,-211940000.0,-20319000.0,0.0,-237626000.0,171062000.0,76843000.0,31948000.0,59214000.0,-166247000.0,106472000.0,20610000.0
0008.HK,PCCW,Communication Services,Telecom Services,hk_market,3.9100000858306885,HKD,7739639808,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.3377418154909568,0.0,93254000000.0,18595000000.0,22635000000.0,94223000000.0,18621000000.0,21615000000.0,2194000000.0,471000000.0,4564000000.0,472000000.0,5088000000.0,1123000000.0,3539000000.0,1120000000.0,46977000000.0,1143000000.0,45677000000.0,1273000000.0,12401000000.0,11908000000.0,15482000000.0,14363000000.0,0.0,1984000000.0,3520000000.0,0.0,2492000000.0,3196000000.0,28870000000.0,38654000000.0,21269000000.0,4327000000.0,28536000000.0,38046000000.0,20496000000.0,4884000000.0,1039000000.0,0.0,-1193000000.0,-1020000000.0,0.0,-1345000000.0,9704000000.0,-7620000000.0,-1569000000.0,4564000000.0,12695000000.0,-7538000000.0,-6467000000.0,4081000000.0
0009.HK,KEYNE LTD,Real Estate,Real Estate—Development,hk_market,0.03200000151991844,HKD,3568790016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,3349457000.0,2555873000.0,3658637000.0,3743062000.0,2920689000.0,3936940000.0,7596000.0,0.0,12437000.0,0.0,1695721000.0,3307000.0,1745276000.0,1096000.0,28617000.0,5051000.0,19431000.0,0.0,-491173000.0,-491173000.0,-373393000.0,-373393000.0,190114000.0,253559000.0,0.0,198727000.0,254175000.0,0.0,348780000.0,18327000.0,2547000.0,89838000.0,367970000.0,80466000.0,66797000.0,77384000.0,-537362000.0,0.0,-201148000.0,-597189000.0,0.0,-24000000.0,200444000.0,-23940000.0,-201450000.0,12437000.0,-106637000.0,-88849000.0,225134000.0,9687000.0
0010.HK,HANG LUNG GROUP,Real Estate,Real Estate—Diversified,hk_market,14.720000267028809,HKD,1361619968,HKD,1.0,1970-01-01 00:00:01.672444800,1672444800.0,0.8401756928406032,0.0,230026000000.0,20274000000.0,13627000000.0,238021000000.0,23506000000.0,19451000000.0,5401000000.0,0.0,9140000000.0,0.0,3619000000.0,29000000.0,8110000000.0,31000000.0,41593000000.0,285000000.0,38109000000.0,305000000.0,159346000000.0,93953000000.0,164487000000.0,95842000000.0,203417000000.0,4553000000.0,0.0,208981000000.0,3729000000.0,94000000.0,270000000.0,10919000000.0,3112000000.0,618000000.0,286000000.0,9526000000.0,2646000000.0,559000000.0,2589000000.0,0.0,-1440000000.0,-1541000000.0,0.0,-1392000000.0,3043000000.0,-1440000000.0,1819000000.0,9016000000.0,3761000000.0,-2208000000.0,2064000000.0,5508000000.0
0011.HK,HANG SENG BANK,Financial Services,Banks—Regional,hk_market,125.5,HKD,1911840000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,6.099882835383714,0.0,1846914000000.0,0.0,0.0,1820185000000.0,0.0,0.0,92610000000.0,0.0,101603000000.0,0.0,0.0,0.0,0.0,0.0,29144000000.0,0.0,26364000000.0,0.0,182570000000.0,182496000000.0,184416000000.0,184332000000.0,0.0,2263000000.0,0.0,0.0,2341000000.0,0.0,30002000000.0,49580000000.0,0.0,378000000.0,31205000000.0,54341000000.0,0.0,369000000.0,13960000000.0,-4195000000.0,-336000000.0,16687000000.0,-9425000000.0,-541000000.0,-14179000000.0,24574000000.0,-8285000000.0,111134000000.0,82673000000.0,-52704000000.0,-14645000000.0,109615000000.0
0012.HK,HENDERSON LAND,Real Estate,Real Estate—Diversified,hk_market,28.25,HKD,4840999936,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,1.8002479064688837,0.0,544928000000.0,133067000000.0,63302000000.0,550304000000.0,139177000000.0,63247000000.0,13409000000.0,455000000.0,10947000000.0,388000000.0,30942000000.0,321000000.0,32074000000.0,290000000.0,65606000000.0,603000000.0,68206000000.0,251000000.0,347104000000.0,329858000000.0,352179000000.0,335020000000.0,259092000000.0,136496000000.0,8840000000.0,260241000000.0,134842000000.0,9103000000.0,5443000000.0,23527000000.0,11445000000.0,3219000000.0,5106000000.0,25020000000.0,9717000000.0,3034000000.0,13195000000.0,0.0,-1874000000.0,10192000000.0,0.0,-2125000000.0,685000000.0,-50044000000.0,52051000000.0,8104000000.0,7072000000.0,-974000000.0,-10751000000.0,5357000000.0
0013.HK,HUTCHMED,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,26.149999618530273,HKD,864774976,USD,7.849596659342448,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.031579313414360405,1194333000.0,1022237000.0,321856000.0,0.0,0.0,0.0,467502000.0,358698000.0,0.0,0.0,0.0,0.0,0.0,0.0,418000.0,0.0,0.0,0.0,851849000.0,799728000.0,0.0,0.0,0.0,82999000.0,0.0,0.0,0.0,0.0,44059000.0,356128000.0,258234000.0,127125000.0,0.0,227976000.0,188519000.0,61349000.0,-194648000.0,0.0,0.0,-125730000.0,0.0,0.0,-204223000.0,-306320000.0,650028000.0,377542000.0,-62066000.0,-125441000.0,296434000.0,235630000.0
0014.HK,HYSAN DEV,Real Estate,Real Estate Services,hk_market,26.700000762939453,HKD,1027009984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,1.4576294518281918,0.14216025381891517,121169000000.0,7285000000.0,4101000000.0,117373000000.0,9501000000.0,1937000000.0,663000000.0,6089000000.0,6538000000.0,2037000000.0,2553000000.0,0.0,531000000.0,0.0,24571000000.0,0.0,18126000000.0,0.0,85947000000.0,82638000000.0,87885000000.0,84527000000.0,98740000000.0,6392000000.0,3476000000.0,95107000000.0,6470000000.0,2624000000.0,539000000.0,3608000000.0,499000000.0,274000000.0,472000000.0,3710000000.0,490000000.0,268000000.0,1383000000.0,0.0,-565000000.0,-2547000000.0,0.0,-510000000.0,2476000000.0,-15047000000.0,4720000000.0,6538000000.0,2040000000.0,-5793000000.0,14545000000.0,14389000000.0
0016.HK,SHK PPT,Real Estate,Real Estate—Development,hk_market,111.69999694824219,HKD,2897779968,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,4.949996258653135,0.00897238585645437,807567000000.0,249650000000.0,62376000000.0,808307000000.0,244944000000.0,73448000000.0,20323000000.0,698000000.0,17909000000.0,834000000.0,16672000000.0,815000000.0,24998000000.0,748000000.0,110100000000.0,1026000000.0,98614000000.0,0.0,606744000000.0,601946000000.0,605547000000.0,600773000000.0,398729000000.0,101392000000.0,3030000000.0,402864000000.0,102291000000.0,3153000000.0,44955000000.0,77747000000.0,37906000000.0,7080000000.0,43860000000.0,85262000000.0,40493000000.0,7774000000.0,25560000000.0,-3095000000.0,0.0,26686000000.0,-3009000000.0,0.0,15392000000.0,-9492000000.0,-8909000000.0,18287000000.0,15656000000.0,-9560000000.0,-16896000000.0,21646000000.0
0017.HK,NEW WORLD DEV,Real Estate,Real Estate—Diversified,hk_market,22.350000381469727,HKD,2516630016,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,2.0600167553592432,0.38416453505416664,635883900000.0,193167800000.0,172812800000.0,639684800000.0,193907100000.0,175133300000.0,57715600000.0,14333300000.0,50527200000.0,16797700000.0,51508100000.0,1285200000.0,55861300000.0,442100000.0,147556200000.0,4517300000.0,133612200000.0,5807000000.0,288098800000.0,260974300000.0,300650800000.0,269110500000.0,234531300000.0,64938300000.0,57817800000.0,232351600000.0,68202100000.0,63102600000.0,24389200000.0,68212700000.0,49967000000.0,9302900000.0,27444100000.0,68233200000.0,49082000000.0,9090100000.0,1249200000.0,0.0,-3106600000.0,1171600000.0,0.0,-4907500000.0,7451600000.0,-3260700000.0,-5722100000.0,57269300000.0,9646300000.0,3041900000.0,-17905100000.0,60535700000.0
0018.HK,ORIENTAL E H,Communication Services,Publishing,hk_market,0.6200000047683716,HKD,2397920000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.1,0.0,1924173000.0,1181958000.0,110963000.0,2057888000.0,1283628000.0,121689000.0,728133000.0,0.0,633593000.0,0.0,7392000.0,0.0,7053000.0,0.0,0.0,0.0,0.0,0.0,1751411000.0,1743227000.0,1864055000.0,1855463000.0,288676000.0,0.0,8820000.0,313267000.0,0.0,8820000.0,432643000.0,735782000.0,71499000.0,0.0,447172000.0,699619000.0,66601000.0,0.0,166744000.0,0.0,-276000.0,211238000.0,0.0,-269000.0,227680000.0,-7448000.0,-240068000.0,633593000.0,102619000.0,1307000.0,-48227000.0,654265000.0
0019.HK,SWIRE PACIFIC A,Industrials,Conglomerates,hk_market,66.55000305175781,HKD,865822976,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,3.4695313976052304,0.0,428341000000.0,40370000000.0,38551000000.0,436316000000.0,48881000000.0,48276000000.0,13597000000.0,0.0,22894000000.0,0.0,9760000000.0,771000000.0,18114000000.0,831000000.0,52807000000.0,4288000000.0,48775000000.0,4509000000.0,321941000000.0,264401000000.0,324168000000.0,266950000000.0,271750000000.0,54258000000.0,2271000000.0,268561000000.0,56288000000.0,885000000.0,28954000000.0,90802000000.0,55524000000.0,23504000000.0,29937000000.0,80032000000.0,49817000000.0,21233000000.0,3364000000.0,-2192000000.0,0.0,-10999000000.0,-2404000000.0,0.0,11665000000.0,-6344000000.0,-12342000000.0,22519000000.0,11459000000.0,1725000000.0,-5688000000.0,29233000000.0
0020.HK,SENSETIME-W,Technology,Software—Application,hk_market,2.740000009536743,HKD,25948798976,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,36666655000.0,21398212000.0,2872082000.0,36944319000.0,28084217000.0,2795245000.0,10373626000.0,4518791000.0,16529506000.0,5263340000.0,480785000.0,199381000.0,155495000.0,155495000.0,968377000.0,186180000.0,568307000.0,228802000.0,31102836000.0,31074529000.0,31987084000.0,31892511000.0,0.0,24105000.0,6805668000.0,0.0,26930000.0,4310970000.0,3943178000.0,4700263000.0,1422625000.0,2979946000.0,3442695000.0,3446165000.0,1014081000.0,2126040000.0,-17140086000.0,0.0,-33971000.0,-12158193000.0,0.0,-140861000.0,-2485441000.0,-1548074000.0,9378482000.0,16529506000.0,-1228813000.0,-7070472000.0,13185642000.0,11427871000.0
0021.HK,GREAT CHI HLDGS,Real Estate,Real Estate Services,hk_market,0.12600000202655792,HKD,3975229952,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,2257073000.0,848591000.0,1144266000.0,2362698000.0,890089000.0,1190881000.0,20273000.0,0.0,1080000.0,0.0,207000.0,207000.0,1389000.0,1389000.0,0.0,0.0,0.0,0.0,939987000.0,939974000.0,991023000.0,991010000.0,868350000.0,0.0,0.0,907717000.0,0.0,0.0,190247000.0,10018000.0,4890000.0,25653000.0,199102000.0,47316000.0,32609000.0,38687000.0,-47673000.0,0.0,-64000.0,-82479000.0,0.0,-141000.0,-26387000.0,-5473000.0,32176000.0,1080000.0,-32701000.0,-11007000.0,39679000.0,744000.0
0022.HK,MEXAN,Consumer Cyclical,Lodging,hk_market,0.0820000022649765,HKD,1966390016,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,556266000.0,48064000.0,133193000.0,536209000.0,23831000.0,98191000.0,18932000.0,0.0,21382000.0,0.0,11183000.0,6177000.0,81740000.0,0.0,1776000.0,1776000.0,0.0,0.0,403356000.0,406371000.0,423140000.0,426081000.0,101817000.0,0.0,0.0,112363000.0,0.0,0.0,406385000.0,27515000.0,18856000.0,24735000.0,400015000.0,24490000.0,13401000.0,27843000.0,-44406000.0,-924000.0,0.0,-43263000.0,-1081000.0,0.0,-16460000.0,-8973000.0,20056000.0,21382000.0,-11438000.0,-737000.0,31174000.0,26759000.0
0023.HK,BANK OF E ASIA,Financial Services,Banks—Regional,hk_market,10.399999618530273,HKD,2679529984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.6292148287451297,0.0,908211000000.0,0.0,0.0,907470000000.0,0.0,0.0,121945000000.0,0.0,129830000000.0,0.0,0.0,0.0,0.0,0.0,16331000000.0,0.0,13219000000.0,0.0,106325000000.0,106058000000.0,116050000000.0,115746000000.0,0.0,8669000000.0,0.0,0.0,8947000000.0,0.0,8549000000.0,15956000000.0,0.0,1466000000.0,8852000000.0,17163000000.0,0.0,1470000000.0,5270000000.0,0.0,-516000000.0,3614000000.0,0.0,-677000000.0,9676000000.0,2672000000.0,-6611000000.0,120646000000.0,17664000000.0,368000000.0,-1605000000.0,113702000000.0
0025.HK,CHEVALIER INT'L,Industrials,Conglomerates,hk_market,7.099999904632568,HKD,301928000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.5399996025542514,0.0,19600338000.0,7946455000.0,6569218000.0,20214895000.0,8205059000.0,6332687000.0,2064313000.0,576969000.0,2523891000.0,484665000.0,2476184000.0,18390000.0,2446731000.0,21293000.0,1505503000.0,70469000.0,1682403000.0,87941000.0,10633985000.0,10051096000.0,11226593000.0,10589375000.0,4648506000.0,1788492000.0,870685000.0,4963696000.0,1870290000.0,842445000.0,3237390000.0,8634433000.0,7597577000.0,631879000.0,3399004000.0,7352855000.0,6468516000.0,550408000.0,644523000.0,-88725000.0,0.0,640552000.0,-87035000.0,0.0,342536000.0,-772357000.0,351628000.0,2498851000.0,317435000.0,-265936000.0,-344839000.0,2554580000.0
0026.HK,CHINA MOTOR BUS,Real Estate,Real Estate—Development,hk_market,71.0999984741211,HKD,45308100,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,3.167535164793933,0.0,7962093000.0,1495789000.0,43702000.0,8169886000.0,1638161000.0,126575000.0,1491951000.0,1405278000.0,132380000.0,1502398000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7867159000.0,7867159000.0,7993196000.0,7993196000.0,2364393000.0,3990683000.0,14618000.0,0.0,3938685000.0,0.0,96610000.0,72983000.0,6362000.0,8850000.0,2578702000.0,78382000.0,6002000.0,11006000.0,72347000.0,0.0,0.0,-17922000.0,0.0,0.0,26599000.0,-174635000.0,-143515000.0,773038000.0,65769000.0,103152000.0,-423693000.0,1121365000.0
0027.HK,GALAXY ENT,Consumer Cyclical,Resorts & Casinos,hk_market,53.599998474121094,HKD,4368909824,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.004355777703504278,83401097000.0,21468803000.0,16435150000.0,85243425000.0,23562693000.0,14866497000.0,16869639000.0,2843449000.0,18374824000.0,3062039000.0,8846574000.0,52681000.0,6533306000.0,49235000.0,445223000.0,445223000.0,433638000.0,433638000.0,65869822000.0,65245114000.0,69075740000.0,68424679000.0,0.0,1815934000.0,10650112000.0,0.0,1996185000.0,12720477000.0,49314707000.0,19695530000.0,8231242000.0,1934635000.0,46756929000.0,12876099000.0,5656544000.0,1596389000.0,1326231000.0,-81326000.0,0.0,-3973078000.0,-73003000.0,0.0,-3487213000.0,4584698000.0,-2410015000.0,13606743000.0,-7631338000.0,9502094000.0,6768743000.0,14907498000.0
0028.HK,TIAN AN,Real Estate,Real Estate—Development,hk_market,4.039999961853027,HKD,1466070016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.20471668932897677,0.10608906689487878,45231342000.0,13570868000.0,10217463000.0,47192471000.0,15746654000.0,10965426000.0,3182337000.0,189479000.0,4344831000.0,106769000.0,3183149000.0,0.0,3932468000.0,0.0,4177837000.0,0.0,4441074000.0,0.0,27437857000.0,26860444000.0,28211716000.0,27595359000.0,17887481000.0,12295613000.0,573684000.0,18734873000.0,11034982000.0,693566000.0,344178000.0,2574680000.0,1154749000.0,465530000.0,356986000.0,2359440000.0,1395629000.0,417178000.0,1430348000.0,0.0,-327210000.0,618037000.0,0.0,-257685000.0,819826000.0,-1188676000.0,-94543000.0,3644862000.0,-716879000.0,943998000.0,665444000.0,3992037000.0
0029.HK,DYNAMIC HOLD,Real Estate,Real Estate Services,hk_market,9.149999618530273,HKD,237704000,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,0.01500185104163161,0.0,2685457000.0,346925000.0,234372000.0,2879845000.0,367795000.0,161379000.0,188107000.0,98374000.0,239661000.0,85067000.0,94205000.0,2372000.0,6356000.0,2525000.0,1134000.0,1134000.0,92052000.0,2134000.0,2176204000.0,2134562000.0,2296371000.0,2251750000.0,2005063000.0,91163000.0,0.0,2162708000.0,87826000.0,0.0,5135000.0,86892000.0,24965000.0,43891000.0,6770000.0,86719000.0,28105000.0,42865000.0,31152000.0,0.0,-1675000.0,-14065000.0,0.0,-1704000.0,766000.0,-5502000.0,-11497000.0,188107000.0,42921000.0,37408000.0,-10199000.0,209614000.0
0031.HK,CHINA AEROSPACE,Technology,Electronic Components,hk_market,0.4650000035762787,HKD,3085019904,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.019982042877607315,0.0,15800952000.0,4154319000.0,2245590000.0,16869162000.0,4239260000.0,1771821000.0,1609607000.0,414748000.0,1395138000.0,467855000.0,609048000.0,22959000.0,45007000.0,31499000.0,967565000.0,56337000.0,1629495000.0,65803000.0,10189749000.0,7948323000.0,10842766000.0,8388114000.0,9416666000.0,423799000.0,0.0,9796960000.0,437123000.0,0.0,1667138000.0,4745367000.0,3670707000.0,486362000.0,1767760000.0,3579972000.0,2612018000.0,425794000.0,345764000.0,0.0,-76946000.0,296681000.0,0.0,-72188000.0,187475000.0,-479704000.0,-193492000.0,1395138000.0,521750000.0,206651000.0,-192790000.0,1863141000.0
0032.HK,CROSS-HAR(HOLD),Consumer Defensive,Education & Training Services,hk_market,11.399999618530273,HKD,372688000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.42050991714248914,0.0,8021072000.0,3960174000.0,781796000.0,8367897000.0,4280457000.0,800547000.0,2548129000.0,1310188000.0,2805940000.0,1341532000.0,59903000.0,59903000.0,70475000.0,70475000.0,19820000.0,19820000.0,27195000.0,27195000.0,7217045000.0,7007223000.0,7537973000.0,7336578000.0,0.0,579747000.0,3099484000.0,0.0,720784000.0,2968717000.0,379600000.0,699666000.0,228776000.0,221518000.0,320433000.0,760522000.0,209917000.0,210610000.0,-49245000.0,0.0,-2672000.0,725243000.0,0.0,-3466000.0,117590000.0,441604000.0,-228769000.0,2447012000.0,225727000.0,422729000.0,-226557000.0,2116587000.0
0033.HK,INTL GENIUS,Financial Services,Asset Management,hk_market,2.1600000858306885,HKD,537244992,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,0.0,0.0,239639000.0,226150000.0,52063000.0,1606285000.0,1589349000.0,1405941000.0,99191000.0,160000.0,1391447000.0,200000.0,2181000.0,2181000.0,1278340000.0,2143000.0,0.0,0.0,1379000.0,1379000.0,187576000.0,188336000.0,198965000.0,198917000.0,0.0,0.0,0.0,0.0,0.0,0.0,13089000.0,295561000.0,244735000.0,0.0,16536000.0,135613000.0,105104000.0,0.0,41375000.0,0.0,-2826000.0,-380376000.0,0.0,-436000.0,-70000.0,752000.0,-148644000.0,99191000.0,281000.0,-9198000.0,-245000.0,13525000.0
0034.HK,KOWLOON DEV,Real Estate,Real Estate—Development,hk_market,8.479999542236328,HKD,1176630016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.8091056551798862,0.0,48376702000.0,28748562000.0,18093600000.0,48117226000.0,27953080000.0,14628888000.0,1206927000.0,456313000.0,1043140000.0,66892000.0,12913327000.0,0.0,2102185000.0,0.0,11537209000.0,0.0,13847412000.0,0.0,18175786000.0,18055776000.0,19074434000.0,18953088000.0,15298054000.0,3445342000.0,61263000.0,15349630000.0,3597675000.0,445036000.0,262556000.0,2050388000.0,533028000.0,145716000.0,272092000.0,4706037000.0,2184685000.0,294470000.0,2209081000.0,-257349000.0,0.0,800868000.0,-339611000.0,0.0,-2118424000.0,-655279000.0,2663367000.0,1043140000.0,-125734000.0,-1312267000.0,-749010000.0,1133841000.0
0035.HK,FE CONSORT INTL,Real Estate,Real Estate—Development,hk_market,2.049999952316284,HKD,2688620032,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.1439113728956997,-0.0,52269071000.0,26746837000.0,19220419000.0,54804316000.0,27511995000.0,15215240000.0,6211509000.0,1342582000.0,6902605000.0,1787260000.0,15523137000.0,50746000.0,11524700000.0,74567000.0,16258176000.0,313905000.0,20279578000.0,535169000.0,15158973000.0,14807629000.0,17909932000.0,17533321000.0,7727115000.0,4145694000.0,842174000.0,7888061000.0,4273177000.0,1246009000.0,11498192000.0,5895636000.0,3911599000.0,1131067000.0,12606755000.0,5943694000.0,4102211000.0,907231000.0,1300381000.0,0.0,-755227000.0,543194000.0,0.0,-697675000.0,-494247000.0,-35678000.0,3009580000.0,6902605000.0,2426001000.0,-2311799000.0,1356316000.0,4412067000.0
