,shortName,sector,industry,market,price,priceCurrency,sharesOutstanding,reportCurrency,fxRate,lastFiscalYearEnd,mostRecentQuarter,lastDividend,lastBuyback,totalAssets,currentAssets,currentLiabilities,totalAssets_-1,currentAssets_-1,currentLiabilities_-1,cashAndCashEquivalents,otherShortTermInvestments,cashAndCashEquivalents_-1,otherShortTermInvestments_-1,currentDebtAndCapitalLease,currentCapitalLease,currentDebtAndCapitalLease_-1,currentCapitalLease_-1,longTermDebtAndCapitalLease,longTermCapitalLease,longTermDebtAndCapitalLease_-1,longTermCapitalLease_-1,totalEquityAndMinorityInterest,commonStockEquity,totalEquityAndMinorityInterest_-1,commonStockEquity_-1,investmentProperties,longTermEquityInvestment,longTermFinancialAssets,investmentProperties_-1,longTermEquityInvestment_-1,longTermFinancialAssets_-1,netPPE,totalRevenue,costOfRevenue,sellingGeneralAndAdministration,netPPE_-1,totalRevenue_-1,costOfRevenue_-1,sellingGeneralAndAdministration_-1,netIncomeCommonStockholders,interestPaidCfo,interestPaidCff,netIncomeCommonStockholders_-1,interestPaidCfo_-1,interestPaidCff_-1,cfo,cfi,cff,endCashPosition,cfo_-1,cfi_-1,cff_-1,endCashPosition_-1
2399.HK,CN ANCHU ENERGY,Consumer Cyclical,Apparel Manufacturing,hk_market,0.5400000214576721,HKD,2212019968,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1273735000.0,505807000.0,688945000.0,1116445000.0,412681000.0,593651000.0,107449000.0,0.0,131821000.0,0.0,430638000.0,4024000.0,432850000.0,2530000.0,72622000.0,7045000.0,31042000.0,3651000.0,474428000.0,449254000.0,454012000.0,446677000.0,362085000.0,0.0,0.0,338937000.0,0.0,0.0,269737000.0,373861000.0,263694000.0,154064000.0,48021000.0,270070000.0,193169000.0,234935000.0,-170625000.0,0.0,-24576000.0,-552229000.0,0.0,-29040000.0,-24329000.0,-45161000.0,4660000.0,131821000.0,-189321000.0,-57859000.0,-27523000.0,196651000.0
2400.HK,XD INC,Communication Services,Electronic Gaming & Multimedia,hk_market,27.5,HKD,472015008,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,4956869000.0,4129771000.0,1027462000.0,5044132000.0,4248014000.0,909655000.0,2095935000.0,1696448000.0,3164726000.0,792438000.0,88791000.0,65627000.0,76280000.0,54275000.0,1872023000.0,110086000.0,1745907000.0,83849000.0,2051548000.0,2005730000.0,2382407000.0,2304242000.0,0.0,112263000.0,20762000.0,0.0,89846000.0,30102000.0,289593000.0,2703173000.0,1476930000.0,1015289000.0,298898000.0,2847553000.0,1315525000.0,813310000.0,-863811000.0,0.0,-11157000.0,9145000.0,0.0,0.0,-475205000.0,-986006000.0,2387692000.0,3164726000.0,348192000.0,387188000.0,330402000.0,2319512000.0
2402.HK,SINOHYTEC,Consumer Cyclical,Auto Parts,hk_market,63.650001525878906,HKD,17628000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,0.27649281030179257,0.0,3694866363.43,2245994664.12,682728842.79,3663781024.44,2260974453.41,626670448.41,732217254.47,89658244.55,665617203.93,374082082.32,181243791.04,0.0,190291536.19,0.0,28672173.9,9055840.59,1155158.3,1155158.3,2808826591.08,2408985578.98,2852037865.86,2483571094.63,0.0,309827361.92,176300000.0,0.0,308023384.53,221600000.0,507535338.75,629368760.53,390949856.8,105355101.7,468910994.65,572292866.35,322432802.39,64157078.7,-161924124.12,0.0,0.0,-22523579.28,0.0,0.0,-121307530.91,-592566393.53,552911580.12,804966776.35,-229504338.6,-211767229.39,1205613722.25,965929120.67
2407.HK,GAUSH MEDITECH,Healthcare,Medical Devices,hk_market,52.599998474121094,HKD,147970000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,3.309677637358924,2407958000.0,1086071000.0,431521000.0,2426669000.0,1089781000.0,441235000.0,582226000.0,0.0,608996000.0,0.0,125721000.0,20718000.0,135064000.0,12600000.0,770127000.0,38428000.0,826212000.0,31779000.0,-698157000.0,-719588000.0,-633371000.0,-656432000.0,0.0,0.0,0.0,0.0,0.0,0.0,116589000.0,1298218000.0,688747000.0,148815000.0,85525000.0,962075000.0,525898000.0,118624000.0,-190447000.0,0.0,-76092000.0,99367000.0,0.0,-2165000.0,164486000.0,79835000.0,72843000.0,608996000.0,130001000.0,-998022000.0,856356000.0,307490000.0
2411.HK,PAGODA GP,Consumer Cyclical,Specialty Retail,hk_market,5.809999942779541,HKD,1173020032,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,6580446000.0,4604088000.0,3059469000.0,6419866000.0,4405022000.0,3056725000.0,1897504000.0,309954000.0,564666000.0,1289995000.0,1341289000.0,51371000.0,1487478000.0,52051000.0,508440000.0,492764000.0,536021000.0,518937000.0,2898631000.0,2828989000.0,2712961000.0,2635859000.0,2574000.0,336856000.0,131747000.0,2618000.0,324451000.0,193150000.0,872142000.0,10289375000.0,9132939000.0,225357000.0,875138000.0,8853693000.0,8046263000.0,189879000.0,230345000.0,0.0,-77748000.0,49063000.0,0.0,-51281000.0,283882000.0,-577898000.0,404046000.0,564666000.0,292896000.0,-372660000.0,217152000.0,454636000.0
2418.HK,DEEWIN,Consumer Cyclical,Auto & Truck Dealerships,hk_market,0.8899999856948853,HKD,607041984,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.10905176535532672,0.0,9500342000.0,7577358000.0,5486099000.0,10188027000.0,7649192000.0,6145212000.0,680697000.0,245943000.0,213339000.0,367020000.0,4418631000.0,23740000.0,4777212000.0,24730000.0,1385591000.0,24300000.0,1165213000.0,23409000.0,2364336000.0,2358175000.0,2449747000.0,2444375000.0,0.0,6600000.0,0.0,0.0,9623000.0,0.0,160247000.0,3126850000.0,2394441000.0,51472000.0,155325000.0,3261673000.0,2608258000.0,54699000.0,362719000.0,0.0,-3656000.0,273994000.0,0.0,-1584000.0,-470754000.0,-19347000.0,506525000.0,213339000.0,-705870000.0,-14500000.0,187142000.0,196915000.0
2420.HK,ZIBUYU,Consumer Cyclical,Internet Retail,hk_market,5.800000190734863,HKD,500000000,CNY,1.153969367345174,0,1656547200.0,0.0,0.0,1145813000.0,1065738000.0,682771000.0,1019675000.0,954810000.0,621064000.0,82913000.0,0.0,80855000.0,0.0,243770000.0,19461000.0,224445000.0,14506000.0,28752000.0,28452000.0,25635000.0,25335000.0,434290000.0,434290000.0,372976000.0,372976000.0,0.0,0.0,0.0,0.0,0.0,0.0,60936000.0,2346543000.0,581008000.0,1371440000.0,49378000.0,1898109000.0,520301000.0,1110431000.0,200509000.0,0.0,-8344000.0,113961000.0,0.0,-6345000.0,-207049000.0,-764000.0,206997000.0,80855000.0,114118000.0,-8000000.0,-48069000.0,83000000.0
2422.HK,REGO INTERACT,Communication Services,Advertising Agencies,hk_market,1.9900000095367432,HKD,1000000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,0.0,0.0,0.0,256682000.0,223224000.0,130332000.0,0.0,0.0,0.0,25408000.0,0.0,0.0,0.0,42000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125711000.0,125711000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923000.0,219549000.0,109343000.0,23643000.0,0.0,113040000.0,37166000.0,12700000.0,49985000.0,0.0,-674000.0,45779000.0,0.0,-353000.0,26585000.0,-7221000.0,10049000.0,61475000.0,15960000.0,-21519000.0,-4725000.0,32062000.0
2423.HK,BEKE-W,Real Estate,Real Estate Services,hk_market,55.0,HKD,3601550080,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,0.0,-0.0,107989114000.0,67134981000.0,32294486000.0,104366182000.0,60415042000.0,32299308000.0,18953504000.0,32713511000.0,12379043000.0,30639098000.0,4987518000.0,4387518000.0,3966774000.0,3476704000.0,6157759000.0,6157759000.0,5117682000.0,5117682000.0,69243180000.0,69107883000.0,66655486000.0,66534645000.0,0.0,0.0,0.0,0.0,0.0,0.0,12340401000.0,80752439000.0,64933024000.0,13233586000.0,10628036000.0,70480978000.0,53621121000.0,11304087000.0,-524129000.0,0.0,0.0,720466000.0,0.0,0.0,3595122000.0,-24884074000.0,-1074173000.0,26732209000.0,9361949000.0,-14977618000.0,25406250000.0,49537475000.0
2425.HK,AUSTASIA GROUP,Consumer Defensive,Farm Products,hk_market,4.889999866485596,HKD,700462976,USD,7.849596659342448,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1386021000.0,287287000.0,250497000.0,1375235000.0,298457000.0,202617000.0,47155000.0,0.0,22145000.0,0.0,130031000.0,13749000.0,77307000.0,5451000.0,338069000.0,152398000.0,367367000.0,145705000.0,779511000.0,779511000.0,786192000.0,786192000.0,0.0,0.0,816000.0,0.0,0.0,816000.0,587626000.0,695281000.0,519384000.0,8821000.0,585630000.0,554895000.0,404685000.0,3659000.0,104572000.0,0.0,-13932000.0,95840000.0,0.0,-11908000.0,114794000.0,-223643000.0,87556000.0,22145000.0,80885000.0,-84949000.0,-6696000.0,43317000.0
2427.HK,GUANZE MEDICAL,Healthcare,Diagnostics & Research,hk_market,1.4800000190734863,HKD,950000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.00048421052631578945,0.0,232047000.0,199554000.0,53955000.0,204051000.0,173488000.0,41337000.0,14925000.0,0.0,20235000.0,0.0,29107000.0,55000.0,15066000.0,66000.0,130000.0,130000.0,154000.0,154000.0,177962000.0,177713000.0,162560000.0,162397000.0,0.0,0.0,0.0,0.0,0.0,0.0,27465000.0,211076000.0,135377000.0,38599000.0,25030000.0,184435000.0,122860000.0,18179000.0,22935000.0,-584000.0,0.0,29043000.0,-784000.0,0.0,3093000.0,-7856000.0,19477000.0,20235000.0,28168000.0,-14349000.0,-14792000.0,5521000.0
2436.HK,LX TECHNOLOGY,Technology,Computer Hardware,hk_market,13.680000305175781,HKD,353259008,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1316075000.0,478340000.0,677389000.0,1177817000.0,390052000.0,529089000.0,206009000.0,0.0,118553000.0,0.0,500850000.0,0.0,400878000.0,0.0,170519000.0,0.0,161869000.0,0.0,-612499000.0,-612499000.0,-630224000.0,-630224000.0,0.0,0.0,0.0,0.0,0.0,0.0,811223000.0,1330402000.0,1137266000.0,68876000.0,755681000.0,1022169000.0,875307000.0,53815000.0,-448702000.0,0.0,-36606000.0,-177302000.0,0.0,-18927000.0,278780000.0,-450974000.0,210369000.0,118553000.0,109934000.0,-319982000.0,214515000.0,80378000.0
2440.HK,HOWKINGTECH,Communication Services,Telecom Services,hk_market,1.4500000476837158,HKD,225000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,0.0,0.0,0.0,230958000.0,218162000.0,65849000.0,0.0,0.0,0.0,26915000.0,5038000.0,0.0,0.0,6503000.0,1503000.0,0.0,0.0,1134000.0,1134000.0,0.0,0.0,163975000.0,163975000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6307000.0,189552000.0,110753000.0,11966000.0,0.0,127425000.0,76044000.0,3657000.0,34380000.0,0.0,-377000.0,28553000.0,0.0,-290000.0,16940000.0,-1407000.0,42463000.0,86337000.0,-13938000.0,24550000.0,12105000.0,28807000.0
2448.HK,SPACE GROUP,Industrials,Engineering & Construction,hk_market,3.369999885559082,HKD,806000000,MOP,0.98,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1269976000.0,1093370000.0,605136000.0,1264969000.0,1112990000.0,639129000.0,19924000.0,30000.0,96662000.0,30000.0,486908000.0,8608000.0,506877000.0,7604000.0,15366000.0,11804000.0,16042000.0,16042000.0,646610000.0,639249000.0,606833000.0,606925000.0,110210000.0,0.0,0.0,110210000.0,0.0,0.0,32172000.0,523278000.0,388553000.0,50897000.0,37141000.0,400016000.0,323729000.0,22626000.0,51825000.0,0.0,-16615000.0,39396000.0,0.0,-12721000.0,-114283000.0,-7262000.0,149811000.0,82723000.0,-76000000.0,9953000.0,146654000.0,63501000.0
2450.HK,HUAIBEI GD CO,Basic Materials,Building Materials,hk_market,0.8700000047683716,HKD,66000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1640908800.0,2.3259848484848487,0.0,2274109000.0,557079000.0,468308000.0,2340339000.0,627634000.0,490896000.0,277171000.0,0.0,581670000.0,0.0,34500000.0,0.0,34500000.0,0.0,899369000.0,0.0,900369000.0,0.0,515285000.0,354974000.0,457489000.0,304124000.0,0.0,0.0,0.0,0.0,0.0,0.0,1694946000.0,370327000.0,191978000.0,4227000.0,1689208000.0,506382000.0,217858000.0,1291000.0,64706000.0,0.0,-36867000.0,124188000.0,0.0,-5341000.0,244843000.0,-620385000.0,895708000.0,581670000.0,291717000.0,-133430000.0,-277556000.0,61504000.0
2455.HK,RUNHUA SERVICE,Real Estate,Real Estate Services,hk_market,1.2599999904632568,HKD,300000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.07033333333333333,0.0,507310000.0,238667000.0,178166000.0,466680000.0,249098000.0,205043000.0,48523000.0,12014000.0,112080000.0,9900000.0,32056000.0,10916000.0,47858000.0,6718000.0,149334000.0,84754000.0,103318000.0,47638000.0,179750000.0,179571000.0,158279000.0,158116000.0,99069000.0,131507000.0,0.0,63904000.0,127674000.0,0.0,29561000.0,601298000.0,487156000.0,26782000.0,19749000.0,486095000.0,383241000.0,16411000.0,44300000.0,0.0,-11299000.0,48674000.0,0.0,-10666000.0,30951000.0,130108000.0,-158402000.0,121980000.0,103682000.0,-87122000.0,67988000.0,119323000.0
2457.HK,BUYANG INTL,Consumer Cyclical,Auto Parts,hk_market,0.38499999046325684,HKD,1000000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,0.0,0.0,0.0,350265000.0,274462000.0,110728000.0,0.0,0.0,0.0,99980000.0,0.0,0.0,0.0,30660000.0,429000.0,0.0,0.0,6878000.0,6878000.0,0.0,0.0,230770000.0,230770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63237000.0,440356000.0,363187000.0,16491000.0,0.0,362153000.0,284570000.0,23035000.0,37663000.0,0.0,-1593000.0,34706000.0,0.0,-1453000.0,26211000.0,-25090000.0,-23279000.0,72206000.0,32646000.0,-21586000.0,34638000.0,95753000.0
2458.HK,GALA TECH HOLD,Communication Services,Electronic Gaming & Multimedia,hk_market,6.809999942779541,HKD,138000000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.5797101449275363,0.0,322001000.0,277290000.0,186961000.0,292362000.0,255459000.0,176913000.0,188493000.0,0.0,188410000.0,83000.0,6736000.0,6736000.0,4558000.0,4558000.0,7986000.0,7986000.0,7830000.0,7830000.0,126599000.0,127463000.0,107313000.0,109192000.0,0.0,0.0,0.0,0.0,0.0,0.0,20350000.0,459851000.0,238324000.0,98696000.0,16995000.0,404745000.0,224354000.0,65615000.0,39986000.0,0.0,-437000.0,41498000.0,0.0,-172000.0,67831000.0,-18484000.0,-23326000.0,188410000.0,77715000.0,-30179000.0,-23174000.0,163723000.0
2459.HK,SANERGY GROUP,Basic Materials,Steel,hk_market,2.390000104904175,HKD,1000000000,USD,7.849596659342448,1970-01-01 00:00:01.640908800,1656547200.0,0.012664,0.0,218719000.0,110802000.0,54994000.0,222860000.0,106826000.0,61193000.0,14619000.0,42000.0,15086000.0,56000.0,17970000.0,474000.0,15140000.0,637000.0,18164000.0,1186000.0,5910000.0,154000.0,131901000.0,131901000.0,134989000.0,134989000.0,0.0,0.0,0.0,0.0,0.0,0.0,101422000.0,108694000.0,85864000.0,14057000.0,107312000.0,108540000.0,92026000.0,15949000.0,4388000.0,-2099000.0,0.0,4186000.0,-2937000.0,0.0,6277000.0,-15668000.0,12383000.0,15086000.0,21996000.0,-42914000.0,16384000.0,12694000.0
2469.HK,FENBI,Consumer Defensive,Education & Training Services,hk_market,14.0,HKD,2097309952,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.3596559484594483,1993279000.0,1496511000.0,1143988000.0,2142223000.0,1380514000.0,1352795000.0,1253529000.0,0.0,1159867000.0,10139000.0,106778000.0,106778000.0,167784000.0,167784000.0,172296000.0,172296000.0,267904000.0,267904000.0,-8938496000.0,-8938496000.0,-8234640000.0,-8234640000.0,0.0,0.0,0.0,0.0,0.0,0.0,433916000.0,3428559000.0,2587692000.0,409234000.0,660785000.0,2132074000.0,1642142000.0,242004000.0,-2045971000.0,-20003000.0,0.0,-484472000.0,-7236000.0,0.0,-915129000.0,156516000.0,1612437000.0,1159867000.0,459125000.0,-187977000.0,-100281000.0,332650000.0
2488.HK,LAUNCH TECH,Consumer Cyclical,Auto Parts,hk_market,2.3299999237060547,HKD,178656992,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.06945989278717958,0.0,1701877000.0,1069996000.0,501658000.0,1555573317.09,941218323.11,801432261.99,426285000.0,3954000.0,415351929.7,37808.52,141901000.0,0.0,424978254.23,3118677.41,404185000.0,0.0,199685.48,199685.48,788494000.0,788270000.0,745552748.94,745323832.39,56292000.0,4074000.0,6499000.0,58778940.8,4652625.31,4060969.31,447268000.0,1344814373.5,817198942.85,183475366.13,419557191.06,1068653993.45,590106457.78,182290965.18,92388463.92,0.0,0.0,-120690213.13,0.0,0.0,-14170133.28,-71373345.69,125478033.68,415339929.7,203840464.25,-42782820.52,-249129491.72,373617200.99
2500.HK,VENUS MEDTECH-B,Healthcare,Medical Devices,hk_market,15.220000267028809,HKD,441009984,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.1645042122220979,6333357000.0,3007165000.0,753959000.0,5109457000.0,3439622000.0,208534000.0,2435122000.0,0.0,2955212000.0,0.0,441836000.0,12560000.0,22627000.0,17727000.0,534118000.0,38741000.0,48148000.0,48148000.0,4467621000.0,4420318000.0,4631844000.0,4545630000.0,0.0,71801000.0,358252000.0,0.0,76184000.0,493349000.0,350915000.0,415862000.0,91518000.0,344652000.0,261546000.0,276047000.0,48767000.0,238636000.0,-373636000.0,0.0,-1962000.0,-181989000.0,0.0,-4484000.0,-456917000.0,-653038000.0,1391401000.0,2955212000.0,-237005000.0,-297943000.0,927751000.0,2708170000.0
2518.HK,AUTOHOME-S,Communication Services,Internet Content & Information,hk_market,69.44999694824219,HKD,502180000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,1.340903660042216,0.06213708232108009,28775906000.0,23313037000.0,3358529000.0,28353783000.0,22866627000.0,3525044000.0,4900319000.0,16435973000.0,3851719000.0,17085149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24809493000.0,23623716000.0,24257891000.0,23085878000.0,0.0,432937000.0,0.0,0.0,0.0,0.0,278578000.0,7237004000.0,1047892000.0,3303704000.0,305036000.0,8658559000.0,961170000.0,3628350000.0,2148566000.0,0.0,0.0,3405229000.0,0.0,0.0,3523934000.0,-3813013000.0,2898296000.0,4331556000.0,3325631000.0,-2985458000.0,-546967000.0,1769148000.0
2528.HK,FW FASHION INT,Consumer Cyclical,Apparel Retail,hk_market,0.36500000953674316,HKD,400000000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1014953000.0,624892000.0,579321000.0,1129372000.0,648121000.0,642126000.0,196646000.0,0.0,115891000.0,70000000.0,194790000.0,122208000.0,246682000.0,148065000.0,139509000.0,82903000.0,150355000.0,119376000.0,270004000.0,274048000.0,299636000.0,304477000.0,0.0,0.0,11700000.0,0.0,0.0,11700000.0,306320000.0,1228307000.0,577187000.0,612121000.0,378471000.0,884463000.0,488177000.0,516225000.0,32157000.0,0.0,-7214000.0,-131144000.0,0.0,-10834000.0,213990000.0,-30448000.0,-275619000.0,115891000.0,382430000.0,-125684000.0,-115996000.0,209639000.0
2552.HK,HUA MEDICINE-B,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,4.269999980926514,HKD,966572032,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,792407000.0,622253000.0,80480000.0,903553000.0,704600000.0,106884000.0,586307000.0,0.0,675238000.0,0.0,20879000.0,20879000.0,13296000.0,13296000.0,52413000.0,52413000.0,58232000.0,58232000.0,367227000.0,367227000.0,450331000.0,450331000.0,0.0,0.0,0.0,0.0,0.0,0.0,151222000.0,0.0,0.0,134835000.0,156600000.0,0.0,0.0,140084000.0,-325734000.0,0.0,0.0,-393134000.0,0.0,0.0,-272981000.0,-68219000.0,-6134000.0,675238000.0,-20906000.0,-14086000.0,-7262000.0,1032090000.0
2558.HK,JINSHANG BANK,Financial Services,Banks—Regional,hk_market,1.2300000190734863,HKD,970649984,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.6188358418599634,0.0,315808363000.0,0.0,0.0,303291513000.0,0.0,0.0,25403016000.0,0.0,28651836000.0,0.0,0.0,0.0,0.0,0.0,34968315000.0,0.0,59303536000.0,0.0,22562944000.0,22543284000.0,22157575000.0,22136002000.0,0.0,320869000.0,0.0,0.0,318624000.0,0.0,1784067000.0,5196400000.0,0.0,320525000.0,1752883000.0,4744333000.0,0.0,321529000.0,1685628000.0,0.0,-1620409000.0,1566712000.0,0.0,-1555106000.0,2610738000.0,232418000.0,4384359000.0,16315416000.0,116066000.0,1652243000.0,-572212000.0,9088656000.0
2588.HK,BOC AVIATION,Industrials,Rental & Leasing Services,hk_market,60.650001525878906,HKD,694009984,USD,7.849596659342448,1970-01-01 00:00:01.640908800,1656547200.0,0.2270990383907791,0.0,22812520000.0,679212000.0,2815293000.0,23879364000.0,672674000.0,2205549000.0,63759000.0,387049000.0,236661000.0,248224000.0,2502565000.0,2280000.0,1851244000.0,1490000.0,13715042000.0,15136000.0,14866894000.0,1267000.0,4919933000.0,4919933000.0,5265914000.0,5265914000.0,0.0,0.0,0.0,0.0,0.0,0.0,21267179000.0,2042203000.0,1346379000.0,12759000.0,22363617000.0,1961870000.0,1196985000.0,12599000.0,561318000.0,0.0,-477681000.0,509841000.0,0.0,-471067000.0,1804369000.0,-1055360000.0,-671680000.0,484885000.0,1826392000.0,-4254513000.0,2584014000.0,407556000.0
2599.HK,SHINSUN HOLD GP,Real Estate,Real Estate—Development,hk_market,0.36000001430511475,HKD,3043399936,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.16644411206296353,0.0,131854279000.0,125721449000.0,104542591000.0,145743132000.0,138469867000.0,111406230000.0,5067423000.0,836317000.0,8448078000.0,840117000.0,16182315000.0,9652000.0,17280216000.0,32332000.0,12838558000.0,2383000.0,17173895000.0,35343000.0,14254168000.0,7043638000.0,16952356000.0,7717713000.0,2029480000.0,2025337000.0,0.0,2029480000.0,2866650000.0,0.0,93725000.0,43719028000.0,39147417000.0,2266593000.0,163794000.0,46638413000.0,38203574000.0,2372570000.0,-215363000.0,0.0,-4423306000.0,2646006000.0,-5595242000.0,0.0,9816896000.0,-3932413000.0,-13870460000.0,2931923000.0,-16088549000.0,2181480000.0,22409513000.0,10914741000.0
2600.HK,CHALCO,Basic Materials,Aluminum,hk_market,4.190000057220459,HKD,3943970048,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,-0.0,0.0,194806587000.0,57580852000.0,53898830000.0,192376897000.0,48714043000.0,52180792000.0,18872517000.0,5019348000.0,17853244000.0,693068000.0,22002079000.0,829983000.0,24506122000.0,987664000.0,59824054000.0,10667197000.0,64095849000.0,11606791000.0,77901367000.0,60514744000.0,72783497000.0,57264687000.0,1897473000.0,13130260000.0,237698000.0,1814589000.0,12987593000.0,239538000.0,113025888000.0,269748232000.0,243269910000.0,5519134000.0,102957585000.0,185994253000.0,172571364000.0,5613996000.0,4870062000.0,0.0,-3505649000.0,479836000.0,0.0,-3664725000.0,28230385000.0,-744301000.0,-18478273000.0,17853244000.0,14881346000.0,1932820000.0,-15773421000.0,8731197000.0
2601.HK,CPIC,Financial Services,Insurance—Life,hk_market,22.049999237060547,HKD,2775300096,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,5.660649103368171,0.0,2122142000000.0,0.0,0.0,2101316000000.0,0.0,0.0,26531000000.0,653466000000.0,33718000000.0,664761000000.0,0.0,0.0,0.0,0.0,12839000000.0,2841000000.0,12881000000.0,2884000000.0,227355000000.0,221845000000.0,232196000000.0,226672000000.0,0.0,25118000000.0,0.0,0.0,25265000000.0,0.0,21842000000.0,439834000000.0,0.0,50240000000.0,21692000000.0,421666000000.0,0.0,52985000000.0,26834000000.0,0.0,0.0,24584000000.0,0.0,0.0,108407000000.0,-66094000000.0,-31371000000.0,45627000000.0,108063000000.0,-136068000000.0,21448000000.0,34767000000.0
2602.HK,ONEWO,Real Estate,Real Estate Services,hk_market,46.20000076293945,HKD,128049000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,17.516724066568266,0.0,28350455000.0,13343756000.0,15670369000.0,0.0,0.0,0.0,3854385000.0,502110000.0,0.0,0.0,107452000.0,102952000.0,0.0,0.0,161557000.0,161557000.0,0.0,0.0,10561267000.0,10085186000.0,0.0,0.0,626007000.0,1785668000.0,1378486000.0,0.0,0.0,0.0,771303000.0,23704539000.0,19684527000.0,770507000.0,0.0,18145464000.0,14780734000.0,592712000.0,1667642000.0,0.0,-10207000.0,1464039000.0,0.0,-14428000.0,2833611000.0,518927000.0,-2319303000.0,6430557000.0,2557207000.0,-1950312000.0,-390494000.0,5397646000.0
2607.HK,SH PHARMA,Healthcare,Medical Distribution,hk_market,13.640000343322754,HKD,919073024,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,2.911542241163636,0.0,194617751423.18,147474554046.89,107398441365.95,187151015796.86,140014906204.91,99940063599.23,25491177416.72,12582637222.22,26697396624.3,10601334943.42,31141740446.37,0.0,30177493821.73,0.0,8326721760.82,1712842854.05,9169105991.27,1466234598.54,76615742042.63,66174932666.15,75720167501.87,65329039376.55,205187569.46,9686277096.92,1384214208.39,202513501.34,9600428843.99,1432488691.15,15614214755.01,215824259035.31,187281149284.71,14727490113.18,15439995639.43,191909156160.88,164473961224.35,14185332075.34,5093467260.97,0.0,0.0,4496216958.55,0.0,0.0,5061326276.35,-6015575888.57,1565628486.68,20137500219.76,6844720625.06,-1705676409.44,-1261229815.69,19576444789.85
2611.HK,GTJA,Financial Services,Capital Markets,hk_market,9.529999732971191,HKD,1391830016,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,7.1510257047078944,0.0,825320965165.0,0.0,0.0,831396508792.0,0.0,0.0,342772183268.0,0.0,349124166674.0,0.0,0.0,0.0,0.0,0.0,166990080978.0,0.0,179081962311.0,0.0,158424127914.0,154665710878.0,150887240630.0,147250974884.0,0.0,15470687528.0,0.0,0.0,15163963368.0,0.0,4342529930.0,42249813559.0,0.0,14339518592.0,4315817312.0,35022747990.0,0.0,13376076766.0,15013479630.0,0.0,0.0,11122099225.0,0.0,0.0,10365806426.0,-33717304185.0,28440174385.0,173056223806.0,22230494567.0,-22380885529.0,38084836899.0,168508513940.0
